Fuel_Type,Kilometers_Driven,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,price,Registration_Year,Transmission_Type,Mileage(kmpl),Engine_CC,No_of_Seats,city,Car_Age
Diesel,66000,1,Jaguar,Jaguar XJ,2013,3500000,2014,Automatic,10.5,2993,4,hyderabad,11
Diesel,100000,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,1200000,2011,Automatic,19.31,2987,5,hyderabad,13
Petrol,99003,1,Maruti,Maruti S-Presso,2019,392000,2019,Manual,21.7,998,5,hyderabad,5
Petrol,76003,1,Maruti,Maruti S-Presso,2019,401000,2020,Manual,21.7,998,5,hyderabad,5
Diesel,70000,1,Audi,Audi Q5,2017,4200000,2017,Automatic,14.16,1968,5,hyderabad,7
Petrol,101863,3,Maruti,Maruti Baleno,2017,581000,2017,Manual,21.4,1197,5,hyderabad,7
Diesel,107344,1,Volkswagen,Volkswagen Vento,2018,909000,2018,Automatic,22.15,1498,5,hyderabad,6
Diesel,100000,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,2400000,2011,Automatic,19.31,2987,5,hyderabad,13
Petrol,56129,1,Hyundai,Hyundai Grand i10,2018,543000,2018,Manual,18.9,1197,5,hyderabad,6
Diesel,70599,1,Maruti,Maruti Ertiga,2019,1100000,2019,Manual,24.52,1248,7,hyderabad,5
Diesel,97208,1,Honda,Honda Amaze,2018,743000,2018,Automatic,23.8,1498,5,hyderabad,6
Petrol,53509,2,Skoda,Skoda Rapid,2020,997000,2020,Manual,18.97,999,5,hyderabad,4
Diesel,52000,1,Jeep,Jeep Compass,2017,1599000,2017,Manual,17.1,1956,5,hyderabad,7
Petrol,97621,1,Hyundai,Hyundai i20,2021,811000,2021,Manual,21.0,1197,5,hyderabad,3
Petrol,113000,1,Hyundai,Hyundai i10,2009,250000,2009,Manual,19.81,1086,5,hyderabad,15
Diesel,152000,1,Toyota,Toyota Innova,2008,650000,2008,Manual,12.8,2494,8,hyderabad,16
Diesel,78000,1,Maruti,Maruti SX4 S Cross,2018,975000,2018,Manual,25.1,1248,5,hyderabad,6
Diesel,93000,1,Audi,Audi A4,2011,1199000,2011,Automatic,16.55,1968,5,hyderabad,13
Petrol,48000,1,Mercedes-Benz,Mercedes-Benz S-Class,2001,999000,2018,Manual,13.0,2987,5,hyderabad,23
Diesel,55000,1,Chevrolet,Chevrolet Enjoy,2013,525000,2013,Manual,18.2,1248,7,hyderabad,11
Diesel,131852,1,Maruti,Maruti Swift Dzire,2012,420000,2012,Manual,19.3,1248,5,hyderabad,12
Petrol,20000,1,Maruti,Maruti Swift,2021,600000,2021,Manual,21.21,1197,5,hyderabad,3
Diesel,44416,1,Renault,Renault Duster,2019,996000,2019,Manual,19.6,1461,5,hyderabad,5
Petrol,69408,3,Honda,Honda Brio,2012,311000,2012,Manual,19.4,1198,5,hyderabad,12
Petrol,10000,1,Volkswagen,Volkswagen Taigun,2022,1700000,2022,Manual,20.08,999,5,hyderabad,2
Petrol,78911,2,Maruti,Maruti Baleno,2016,572000,2016,Manual,21.4,1197,5,hyderabad,8
Petrol,85298,1,Datsun,Datsun GO,2017,307000,2018,Manual,19.02,1198,5,hyderabad,7
Petrol,60529,1,Honda,Honda City,2014,454000,2014,Manual,17.4,1497,5,hyderabad,10
Diesel,115276,2,Skoda,Skoda Rapid,2017,775000,2017,Manual,21.13,1498,5,hyderabad,7
Diesel,60000,1,Maruti,Maruti Vitara Brezza,2019,850000,2019,Automatic,24.3,1248,5,hyderabad,5
Petrol,30241,1,Renault,Renault Duster,2020,907000,2021,Manual,16.42,1498,5,hyderabad,4
Petrol,24197,1,Hyundai,Hyundai Santro,2019,509000,2020,Manual,20.3,1086,5,hyderabad,5
Petrol,20000,1,Mercedes-Benz,Mercedes-Benz GLA,2022,4800000,2022,Automatic,19.31,1332,5,hyderabad,2
Petrol,44981,1,Hyundai,Hyundai i20 N Line,2021,940000,2021,Manual,20.0,998,5,hyderabad,3
Diesel,85497,2,Nissan,Nissan Micra,2011,227000,2011,Manual,23.08,1461,5,hyderabad,13
Petrol,20000,1,Audi,Audi Q5,2022,6200000,2022,Automatic,13.47,1984,5,hyderabad,2
Petrol,30000,1,Maruti,Maruti Baleno,2019,650000,2019,Manual,21.4,1197,5,hyderabad,5
Diesel,80000,1,Maruti,Maruti Swift,2017,580000,2017,Manual,28.4,1248,5,hyderabad,7
Petrol,41000,1,Honda,Honda Brio,2017,595000,2017,Automatic,16.5,1198,5,hyderabad,7
Diesel,73000,1,Hyundai,Hyundai Creta,2017,1100000,2017,Automatic,17.01,1582,5,hyderabad,7
Petrol,40000,1,Maruti,Maruti Swift Dzire,2022,770000,2022,Manual,22.41,1197,5,hyderabad,2
Petrol,27000,1,Maruti,Maruti Swift,2018,695000,2018,Manual,22.0,1197,5,hyderabad,6
Petrol,57380,3,Tata,Tata Tiago,2018,496000,2019,Manual,23.84,1199,5,hyderabad,6
Diesel,81334,1,Hyundai,Hyundai Elantra,2018,1261000,2018,Automatic,18.23,1582,5,hyderabad,6
Cng,70000,1,Maruti,Maruti Swift Dzire,2022,875000,2022,Manual,31.12,1197,5,hyderabad,2
Diesel,32483,1,Tata,Tata Nexon,2021,927999,2021,Manual,23.22,1497,5,hyderabad,3
Diesel,71220,2,Maruti,Maruti Vitara Brezza,2016,803999,2016,Manual,24.3,1248,5,hyderabad,8
Petrol,17459,1,Kia,Kia Sonet,2021,1100000,2021,Manual,18.2,998,5,hyderabad,3
Petrol,6517,1,Maruti,Maruti Brezza,2023,1275000,2023,Manual,17.38,1462,5,hyderabad,1
Diesel,70427,1,Hyundai,Hyundai Creta,2018,950000,2018,Manual,22.1,1396,5,hyderabad,6
Petrol,52306,1,Maruti,Maruti Alto K10,2018,400000,2018,Automatic,23.95,998,5,hyderabad,6
Diesel,111670,1,Volkswagen,Volkswagen Vento,2015,550000,2015,Automatic,21.21,1498,5,hyderabad,9
Petrol,40000,1,Maruti,Maruti Wagon R,2019,475000,2019,Manual,21.79,998,5,hyderabad,5
Diesel,67000,1,Hyundai,Hyundai i20 Active,2017,720000,2017,Manual,21.19,1396,5,hyderabad,7
Diesel,77000,1,BMW,BMW 5 Series,2018,4050000,2018,Automatic,20.37,1995,5,hyderabad,6
Diesel,71000,1,BMW,BMW X5,2016,3875000,2016,Automatic,15.97,2993,5,hyderabad,8
Petrol,88471,3,Honda,Honda City,2012,417000,2012,Manual,16.8,1497,5,hyderabad,12
Diesel,88479,1,Hyundai,Hyundai Grand i10,2018,532000,2019,Manual,24.0,1186,5,hyderabad,6
Petrol,39000,1,Maruti,Maruti XL6,2020,1150000,2020,Manual,19.01,1462,6,hyderabad,4
Diesel,50003,1,Volkswagen,Volkswagen Vento,2018,944000,2018,Automatic,22.15,1498,5,hyderabad,6
Petrol,82163,1,Hyundai,Hyundai Grand i10,2017,501000,2017,Manual,18.9,1197,5,hyderabad,7
Petrol,40000,1,Maruti,Maruti Baleno,2022,850000,2022,Manual,22.35,1197,5,hyderabad,2
Petrol,108560,1,Maruti,Maruti Swift,2016,472000,2016,Manual,22.38,1197,5,hyderabad,8
Diesel,70000,1,Mahindra,Mahindra XUV500,2014,860000,2014,Manual,15.1,2179,7,hyderabad,10
Petrol,28292,1,Datsun,Datsun RediGO,2021,469000,2021,Manual,21.7,999,5,hyderabad,3
Petrol,117467,1,Maruti,Maruti Alto 800,2017,289000,2018,Manual,24.7,796,5,hyderabad,7
Petrol,65000,1,Maruti,Maruti Baleno,2019,690000,2019,Manual,21.4,1197,5,hyderabad,5
Petrol,60541,1,Hyundai,Hyundai i10,2012,321000,2013,Manual,20.36,1197,5,hyderabad,12
Petrol,60000,1,Ford,Ford Ecosport,2015,575000,2015,Manual,18.88,999,5,hyderabad,9
Petrol,76355,1,Honda,Honda City,2019,890000,2019,Manual,17.4,1497,5,hyderabad,5
Petrol,60000,1,Maruti,Maruti S-Presso,2021,525000,2021,Automatic,21.7,998,5,hyderabad,3
Diesel,50000,1,Nissan,Nissan Terrano,2019,900000,2019,Manual,19.87,1461,5,hyderabad,5
Diesel,96000,1,MG,MG Hector,2019,1650000,2020,Manual,17.41,1956,5,hyderabad,5
Diesel,63000,1,Mahindra,Mahindra XUV300,2020,1120000,2020,Manual,20.0,1497,5,hyderabad,4
Petrol,40000,1,Hyundai,Hyundai Grand i10 Nios,2020,599000,2020,Manual,20.7,1197,5,hyderabad,4
Petrol,30000,1,Hyundai,Hyundai Venue,2021,1019999,2021,Manual,18.0,998,5,hyderabad,3
Petrol,101543,1,Maruti,Maruti Swift Dzire,2014,443000,2015,Manual,22.41,1197,5,hyderabad,10
Petrol,66424,1,Maruti,Maruti Baleno,2016,644000,2016,Manual,21.4,1197,5,hyderabad,8
Petrol,120000,1,Maruti,Maruti SX4 S Cross,2020,750000,2020,Manual,18.55,1462,5,hyderabad,4
Petrol,33433,1,Tata,Tata Tiago,2018,519000,2018,Manual,23.84,1199,5,hyderabad,6
Diesel,72169,1,Hyundai,Hyundai i20,2016,695000,2016,Manual,22.54,1396,5,hyderabad,8
Petrol,48175,1,Honda,Honda City,2018,981000,2018,Automatic,18.0,1497,5,hyderabad,6
Petrol,73452,1,Maruti,Maruti Celerio,2014,425000,2014,Manual,23.1,998,5,hyderabad,10
Petrol,54807,1,MG,MG Hector,2020,1537000,2020,Automatic,13.96,1451,5,hyderabad,4
Petrol,47118,1,Maruti,Maruti Alto 800,2017,323000,2017,Manual,22.05,796,5,hyderabad,7
Petrol,100000,1,Tata,Tata Nexon,2017,700000,2017,Manual,17.0,1198,5,hyderabad,7
Petrol,41192,1,Nissan,Nissan Magnite,2021,809000,2021,Manual,18.75,999,5,hyderabad,3
Diesel,70000,1,Tata,Tata Harrier,2019,1785000,2019,Manual,17.0,1956,5,hyderabad,5
Diesel,105264,1,Ford,Ford Endeavour,2016,2650000,2018,Automatic,10.91,3198,7,hyderabad,8
Petrol,70000,1,Honda,Honda CR-V,2012,1195000,2012,Automatic,11.1,2354,5,hyderabad,12
Diesel,50380,1,Land Rover,Land Rover Range Rover Evoque,2017,4800000,2018,Automatic,15.68,1999,5,hyderabad,7
Diesel,80000,2,Tata,Tata Manza,2010,245000,2010,Manual,19.0,1248,5,hyderabad,14
Petrol,51000,1,Maruti,Maruti Celerio,2016,425000,2016,Manual,23.1,998,5,hyderabad,8
Petrol,31846,1,Renault,Renault KWID,2017,385000,2018,Manual,23.01,999,5,hyderabad,7
Diesel,63000,1,Hyundai,Hyundai Grand i10,2015,545000,2015,Manual,24.0,1120,5,hyderabad,9
Diesel,114676,2,Hyundai,Hyundai i20,2015,588000,2016,Manual,22.54,1396,5,hyderabad,9
Diesel,82662,1,Hyundai,Hyundai i20,2019,747000,2019,Manual,22.54,1396,5,hyderabad,5
Petrol,50000,2,Maruti,Maruti Alto K10,2014,280000,2014,Manual,23.95,998,5,hyderabad,10
Petrol,66518,1,Renault,Renault Triber,2019,633000,2020,Manual,20.0,999,7,hyderabad,5
Petrol,57927,1,Honda,Honda City,2017,814000,2018,Manual,17.8,1497,5,hyderabad,7
Petrol,40000,1,Maruti,Maruti Ciaz,2019,900000,2019,Manual,21.56,1462,5,hyderabad,5
Petrol,16115,1,Tata,Tata Tiago,2021,605000,2021,Manual,19.01,1199,5,hyderabad,3
Petrol,50829,2,Hyundai,Hyundai i10,2009,270000,2009,Manual,20.36,1197,5,hyderabad,15
Petrol,25467,1,Hyundai,Hyundai Grand i10 Nios,2019,622000,2019,Manual,20.7,1197,5,hyderabad,5
Petrol,71071,1,Maruti,Maruti Alto 800,2020,317000,2020,Manual,22.05,796,5,hyderabad,4
Petrol,55000,1,Hyundai,Hyundai Verna,2016,795000,2016,Manual,17.01,1591,5,hyderabad,8
Petrol,55563,2,Hyundai,Hyundai i20,2017,602000,2017,Manual,18.6,1197,5,hyderabad,7
Petrol,54000,1,Hyundai,Hyundai Grand i10,2015,575000,2015,Automatic,18.9,1197,5,hyderabad,9
Petrol,70000,2,Hyundai,Hyundai i20,2019,675000,2019,Manual,18.6,1197,5,hyderabad,5
Diesel,54000,1,Volvo,Volvo S60,2017,1998999,2017,Automatic,27.03,1969,5,hyderabad,7
Petrol,41000,1,Ford,Ford Ecosport,2016,750000,2016,Automatic,14.7,1496,5,hyderabad,8
Petrol,70000,2,Hyundai,Hyundai i20,2011,350000,2011,Manual,18.5,1197,5,hyderabad,13
Petrol,62500,1,Maruti,Maruti Baleno,2020,749000,2020,Manual,21.01,1197,5,hyderabad,4
Petrol,20000,1,Hyundai,Hyundai Santro,2021,550000,2021,Manual,20.3,1086,5,hyderabad,3
Petrol,60350,1,Hyundai,Hyundai i20,2016,599000,2016,Manual,18.6,1197,5,hyderabad,8
Petrol,52266,1,Hyundai,Hyundai i20,2015,570000,2015,Manual,18.6,1197,5,hyderabad,9
Diesel,58431,1,Maruti,Maruti Ciaz,2018,894999,2018,Manual,28.09,1248,5,hyderabad,6
Petrol,41372,1,Honda,Honda City,2017,1011000,2018,Automatic,18.0,1497,5,hyderabad,7
Petrol,46863,2,Maruti,Maruti Alto 800,2014,267000,2014,Manual,22.05,796,5,hyderabad,10
Petrol,66500,1,Nissan,Nissan Sunny,2014,570000,2014,Automatic,17.97,1498,5,hyderabad,10
Petrol,49374,2,Hyundai,Hyundai i10,2014,369000,2015,Manual,19.81,1086,5,hyderabad,10
Diesel,120000,2,Skoda,Skoda Rapid,2012,360000,2012,Manual,20.5,1598,5,hyderabad,12
Petrol,62832,1,Tata,Tata Tiago,2021,605000,2021,Manual,19.01,1199,5,hyderabad,3
Petrol,61155,2,Hyundai,Hyundai i20,2016,585000,2017,Manual,18.6,1197,5,hyderabad,8
Diesel,75000,1,BMW,BMW 1 Series,2014,1798999,2014,Automatic,20.58,1995,5,hyderabad,10
Petrol,12045,2,Maruti,Maruti Swift,2021,723000,2021,Manual,22.38,1197,5,hyderabad,3
Petrol,60700,1,Maruti,Maruti Ciaz,2020,894999,2020,Manual,20.65,1462,5,hyderabad,4
Diesel,85000,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,1350000,2013,Automatic,14.84,2143,5,hyderabad,11
Petrol,44276,1,Honda,Honda City,2020,1320000,2020,Automatic,16.4,1497,5,hyderabad,4
Diesel,99000,1,Audi,Audi A4,2015,1998999,2015,Automatic,17.11,1968,5,hyderabad,9
Diesel,78000,1,Audi,Audi A6,2015,2499000,2015,Automatic,17.68,1968,5,hyderabad,9
Diesel,70000,2,Jaguar,Jaguar XF,2013,1700000,2013,Automatic,16.36,2179,5,hyderabad,11
Diesel,70000,1,Jaguar,Jaguar XF,2013,1800000,2013,Automatic,16.36,2179,5,hyderabad,11
Diesel,70000,1,Jaguar,Jaguar XF,2013,1750000,2013,Automatic,16.36,2179,5,hyderabad,11
Petrol,22264,1,Maruti,Maruti Alto 800,2021,429000,2021,Manual,22.05,796,5,hyderabad,3
Petrol,103763,1,Maruti,Maruti Ignis,2018,376000,2019,Manual,20.89,1197,5,hyderabad,6
Diesel,109000,1,Volvo,Volvo XC60,2012,1015000,2012,Automatic,14.7,1985,5,hyderabad,12
Petrol,49043,2,Hyundai,Hyundai i10,2012,312000,2012,Manual,20.36,1197,5,hyderabad,12
Petrol,70666,2,Maruti,Maruti Celerio,2017,492000,2017,Automatic,23.1,998,5,hyderabad,7
Diesel,128000,1,Land Rover,Land Rover Range Rover Sport,2011,3700000,2011,Automatic,14.7,2993,5,hyderabad,13
Diesel,65815,1,Maruti,Maruti Swift Dzire,2018,800000,2018,Automatic,28.4,1248,5,hyderabad,6
Petrol,79000,1,Maruti,Maruti Alto,2010,165000,2010,Manual,19.7,796,5,hyderabad,14
Petrol,48580,1,Maruti,Maruti Baleno,2020,831000,2020,Automatic,21.4,1197,5,hyderabad,4
Petrol,44646,1,Hyundai,Hyundai i20,2018,691000,2018,Manual,18.6,1197,5,hyderabad,6
Petrol,71963,1,Maruti,Maruti Wagon R,2008,175000,2011,Manual,21.79,998,5,hyderabad,16
Petrol,26678,2,Hyundai,Hyundai Grand i10,2017,493000,2017,Manual,18.9,1197,5,hyderabad,7
Diesel,152000,1,Honda,Honda City,2015,599000,2015,Manual,26.0,1498,5,hyderabad,9
Diesel,101000,1,Ford,Ford Endeavour,2016,2395000,2016,Automatic,12.62,2198,7,hyderabad,8
Diesel,41000,1,Chevrolet,Chevrolet Beat,2012,320000,2012,Manual,25.44,936,5,hyderabad,12
Diesel,109000,1,Toyota,Toyota Fortuner,2018,3150000,2018,Manual,14.24,2755,7,hyderabad,6
Diesel,83000,1,Skoda,Skoda Rapid,2017,825000,2017,Manual,21.13,1498,5,hyderabad,7
Diesel,80000,1,Maruti,Maruti Ritz,2012,375000,2013,Manual,23.2,1248,5,hyderabad,12
Diesel,94514,3,Maruti,Maruti Swift,2011,323000,2011,Manual,22.9,1248,5,hyderabad,13
Petrol,67037,1,Maruti,Maruti Swift Dzire,2015,487000,2016,Manual,22.41,1197,5,hyderabad,9
Diesel,120000,1,Mahindra,Mahindra Scorpio,2004,290000,2004,Manual,10.5,2179,8,hyderabad,20
Petrol,35540,2,Toyota,Toyota Glanza,2019,709000,2020,Manual,22.35,1197,5,hyderabad,5
Diesel,47627,1,Renault,Renault Captur,2019,983000,2019,Manual,20.37,1461,5,hyderabad,5
Petrol,98000,1,Toyota,Toyota Corolla Altis,2009,450000,2009,Automatic,14.53,1794,5,hyderabad,15
Petrol,55943,1,Hyundai,Hyundai i20,2018,672000,2018,Manual,18.6,1197,5,hyderabad,6
Diesel,71000,1,Hyundai,Hyundai Creta,2018,1350000,2018,Automatic,17.01,1582,5,hyderabad,6
Petrol,117924,1,Maruti,Maruti Celerio,2018,457000,2018,Automatic,23.1,998,5,hyderabad,6
Petrol,92195,1,Maruti,Maruti Wagon R,2013,311000,2014,Manual,18.9,998,5,hyderabad,11
Petrol,40000,3,Hyundai,Hyundai Sonata,2003,150000,2003,Automatic,11.0,2359,5,hyderabad,21
Petrol,49009,1,Maruti,Maruti Swift,2018,623000,2018,Automatic,22.56,1197,5,hyderabad,6
Petrol,31650,1,Kia,Kia Sonet,2020,1090000,2020,Automatic,18.3,998,5,hyderabad,4
Petrol,20000,1,Kia,Kia Carens,2022,1600000,2022,Manual,16.2,1353,7,hyderabad,2
Petrol,70000,1,Hyundai,Hyundai i10,2009,200000,2009,Manual,20.36,1197,5,hyderabad,15
Diesel,39000,1,Hyundai,Hyundai Verna,2018,925000,2018,Automatic,18.0,1582,5,hyderabad,6
Petrol,10000,1,Mahindra,Mahindra XUV300,2022,1150000,2022,Automatic,16.5,1197,5,hyderabad,2
Diesel,93615,1,Hyundai,Hyundai Creta,2018,1150000,2018,Automatic,17.01,1582,5,hyderabad,6
Petrol,6400,1,Toyota,Toyota Innova Crysta,2022,2550000,2022,Manual,8.0,2694,7,hyderabad,2
Petrol,16727,2,Maruti,Maruti Ciaz,2022,894999,2022,Manual,20.65,1462,5,hyderabad,2
Petrol,63334,3,Hyundai,Hyundai Creta,2019,1009000,2019,Manual,15.8,1591,5,hyderabad,5
Petrol,14000,1,Nissan,Nissan Magnite,2021,1050000,2022,Manual,20.0,999,5,hyderabad,3
Petrol,96540,1,Maruti,Maruti Ignis,2018,441000,2018,Manual,20.89,1197,5,hyderabad,6
Petrol,92585,1,Toyota,Toyota Yaris,2018,759000,2018,Automatic,17.8,1496,5,hyderabad,6
Petrol,53861,1,Ford,Ford Ecosport,2014,425000,2014,Manual,15.8,1499,5,hyderabad,10
Petrol,65761,2,Maruti,Maruti Wagon R,2012,306000,2012,Manual,18.9,998,5,hyderabad,12
Diesel,67000,2,Volkswagen,Volkswagen Vento,2015,600000,2015,Manual,22.27,1498,5,hyderabad,9
Diesel,122100,2,Jeep,Jeep Compass,2018,1385000,2018,Manual,17.1,1956,5,hyderabad,6
Diesel,53873,1,Maruti,Maruti Swift Dzire,2017,736000,2018,Automatic,28.4,1248,5,hyderabad,7
Diesel,60000,1,Maruti,Maruti Vitara Brezza,2019,840000,2019,Manual,24.3,1248,5,hyderabad,5
Diesel,89197,2,Maruti,Maruti Swift,2013,426000,2013,Manual,22.9,1248,5,hyderabad,11
Petrol,30000,1,Datsun,Datsun RediGO,2020,305000,2020,Manual,22.7,799,5,hyderabad,4
Petrol,70000,1,Hyundai,Hyundai i20,2018,629000,2018,Manual,18.6,1197,5,hyderabad,6
Petrol,28700,1,Maruti,Maruti Baleno,2021,869000,2021,Automatic,19.56,1197,5,hyderabad,3
Petrol,20000,2,Volkswagen,Volkswagen Virtus,2022,1850000,2022,Automatic,18.12,999,5,hyderabad,2
Petrol,91629,1,Hyundai,Hyundai i10,2012,300000,2012,Manual,20.36,1197,5,hyderabad,12
Diesel,30000,1,Ford,Ford Freestyle,2021,850000,2021,Manual,23.8,1499,5,hyderabad,3
Petrol,7058,1,Maruti,Maruti Baleno,2022,869999,2022,Manual,21.01,1197,5,hyderabad,2
Diesel,86500,1,Maruti,Maruti Swift Dzire,2017,775000,2017,Automatic,28.4,1248,5,hyderabad,7
Petrol,76438,2,Honda,Honda Amaze,2015,416000,2015,Manual,18.0,1198,5,hyderabad,9
Petrol,24489,2,Hyundai,Hyundai Creta,2017,1025000,2017,Manual,13.0,1591,5,hyderabad,7
Petrol,20000,1,Maruti,Maruti Swift,2022,790000,2022,Automatic,22.56,1197,5,hyderabad,2
Diesel,110600,1,Hyundai,Hyundai Verna,2017,855000,2017,Manual,23.9,1582,5,hyderabad,7
Petrol,63840,2,Maruti,Maruti Baleno,2019,649000,2020,Manual,21.4,1197,5,hyderabad,5
Petrol,74000,1,Hyundai,Hyundai i10,2009,229999,2009,Manual,20.36,1197,5,hyderabad,15
Petrol,21314,1,Tata,Tata Tiago,2021,599000,2021,Manual,19.01,1199,5,hyderabad,3
Diesel,40007,1,Hyundai,Hyundai Verna,2017,900000,2018,Automatic,18.0,1582,5,hyderabad,7
Diesel,89997,2,Maruti,Maruti Swift Dzire,2015,622000,2015,Manual,26.59,1248,5,hyderabad,9
Petrol,64736,1,Honda,Honda Brio,2014,362000,2014,Manual,19.4,1198,5,hyderabad,10
Diesel,105000,1,Audi,Audi Q3,2013,1295000,2013,Automatic,15.73,1968,5,hyderabad,11
Petrol,40687,1,Maruti,Maruti SX4 S Cross,2020,964000,2021,Manual,18.55,1462,5,hyderabad,4
Petrol,33000,2,Ford,Ford Fiesta,2012,395000,2013,Automatic,16.97,1499,5,hyderabad,12
Petrol,57000,1,Maruti,Maruti Celerio,2016,459999,2017,Automatic,23.1,998,5,hyderabad,8
Diesel,120000,2,Toyota,Toyota Innova,2006,400000,2006,Manual,12.8,2494,8,hyderabad,18
Diesel,88000,1,Kia,Kia Seltos,2019,1325000,2019,Manual,20.8,1493,5,hyderabad,5
Petrol,80000,3,Hyundai,Hyundai i10,2009,215000,2009,Manual,20.36,1197,5,hyderabad,15
Petrol,49500,1,Hyundai,Hyundai Venue,2020,1050000,2020,Manual,18.0,998,5,hyderabad,4
Petrol,15985,1,Renault,Renault KWID,2020,465000,2020,Manual,21.46,999,5,hyderabad,4
Petrol,85871,2,Honda,Honda City,2015,574000,2015,Manual,17.4,1497,5,hyderabad,9
Petrol,73665,1,Hyundai,Hyundai i10,2012,295000,2012,Manual,20.36,1197,5,hyderabad,12
Petrol,31614,1,Land Rover,Land Rover Range Rover,2020,26000000,2021,Automatic,13.33,2995,5,hyderabad,4
Petrol,70380,1,Tata,Tata Tigor,2021,707000,2021,Manual,19.28,1199,5,hyderabad,3
Petrol,73202,1,Hyundai,Hyundai i20,2016,605000,2016,Manual,18.6,1197,5,hyderabad,8
Petrol,80000,1,Honda,Honda Amaze,2016,565000,2016,Automatic,18.3,1199,5,hyderabad,8
Diesel,58006,1,Maruti,Maruti Swift,2017,608000,2018,Manual,25.2,1248,5,hyderabad,7
Petrol,64000,1,Maruti,Maruti Swift,2019,725000,2019,Automatic,21.21,1197,5,hyderabad,5
Petrol,50670,2,Honda,Honda Brio,2014,369000,2014,Manual,19.4,1198,5,hyderabad,10
Petrol,41058,2,Hyundai,Hyundai Santro,2020,508000,2020,Automatic,20.3,1086,5,hyderabad,4
Diesel,120000,1,Renault,Renault Duster,2013,360000,2013,Manual,20.45,1461,5,hyderabad,11
Petrol,56367,2,Maruti,Maruti Wagon R Stingray,2014,399000,2014,Manual,20.51,998,5,hyderabad,10
Petrol,41000,1,Hyundai,Hyundai Venue,2019,919999,2019,Manual,18.27,998,5,hyderabad,5
Petrol,40000,1,Hyundai,Hyundai i20,2019,740000,2019,Manual,18.6,1197,5,hyderabad,5
Petrol,16000,1,Hyundai,Hyundai Grand i10,2016,625000,2016,Automatic,18.9,1197,5,hyderabad,8
Petrol,69900,1,Maruti,Maruti Celerio,2016,450000,2016,Automatic,23.1,998,5,hyderabad,8
Petrol,120000,1,Honda,Honda City,2016,650000,2016,Manual,17.8,1497,5,hyderabad,8
Petrol,95000,1,Tata,Tata Tiago,2016,450000,2016,Manual,23.84,1199,5,hyderabad,8
Diesel,35000,1,Audi,Audi A3,2018,2445000,2019,Automatic,20.38,1968,5,hyderabad,6
Petrol,66000,1,Honda,Honda City,2014,675000,2014,Automatic,18.0,1497,5,hyderabad,10
Diesel,67905,1,Maruti,Maruti Ciaz,2016,652000,2016,Manual,28.09,1248,5,hyderabad,8
Petrol,19348,1,Hyundai,Hyundai Santro,2019,496000,2019,Manual,20.3,1086,5,hyderabad,5
Petrol,35000,1,Honda,Honda Amaze,2017,650000,2017,Manual,17.8,1198,5,hyderabad,7
Petrol,30811,1,Hyundai,Hyundai Verna,2017,789000,2017,Manual,17.01,1591,5,hyderabad,7
Petrol,73227,2,Maruti,Maruti Celerio X,2019,458000,2019,Manual,21.63,998,5,hyderabad,5
Diesel,80000,2,Tata,Tata Manza,2010,200000,2010,Manual,19.0,1248,5,hyderabad,14
Petrol,90184,1,Honda,Honda Brio,2012,311000,2012,Manual,19.4,1198,5,hyderabad,12
Petrol,30000,1,Maruti,Maruti SX4 S Cross,2021,1000000,2021,Manual,18.55,1462,5,hyderabad,3
Petrol,66039,1,Hyundai,Hyundai Verna,2016,613000,2016,Manual,17.01,1591,5,hyderabad,8
Diesel,120000,2,Hyundai,Hyundai Xcent,2017,390000,2017,Manual,25.4,1186,5,hyderabad,7
Petrol,89205,2,Honda,Honda City,2013,517000,2013,Manual,16.8,1497,5,hyderabad,11
Petrol,50000,1,Hyundai,Hyundai Venue,2020,999000,2020,Manual,18.0,998,5,hyderabad,4
Petrol,80000,1,Maruti,Maruti Baleno,2018,740000,2018,Automatic,21.4,1197,5,hyderabad,6
Diesel,29000,1,MG,MG Hector,2020,1650000,2020,Manual,17.41,1956,5,hyderabad,4
Diesel,90000,1,BMW,BMW X1,2012,1320000,2012,Automatic,17.05,1995,5,hyderabad,12
Diesel,120000,1,Tata,Tata Manza,2011,220000,2011,Manual,21.12,1248,5,hyderabad,13
Diesel,100000,2,Fiat,Fiat Avventura,2015,420000,2015,Manual,20.5,1248,5,hyderabad,9
Petrol,56962,1,Maruti,Maruti Baleno,2017,550000,2017,Automatic,21.4,1197,5,hyderabad,7
Diesel,90000,1,Skoda,Skoda Rapid,2015,550000,2015,Automatic,21.66,1498,5,hyderabad,9
Petrol,101739,1,Volkswagen,Volkswagen Polo,2018,501999,2018,Manual,17.74,999,5,hyderabad,6
Petrol,69049,1,Tata,Tata Tiago,2019,552000,2019,Manual,23.84,1199,5,hyderabad,5
Diesel,110000,1,Maruti,Maruti Vitara Brezza,2018,830000,2018,Manual,24.3,1248,5,hyderabad,6
Petrol,56242,1,Honda,Honda Amaze,2017,579000,2017,Manual,19.5,1199,5,hyderabad,7
Diesel,124281,1,Mahindra,Mahindra XUV500,2018,1215000,2018,Manual,16.0,1997,7,hyderabad,6
Petrol,38000,1,Hyundai,Hyundai Venue,2019,950000,2019,Manual,18.27,998,5,hyderabad,5
