Fuel_Type,Kilometers_Driven,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,price,Registration_Year,Transmission_Type,Mileage(kmpl),Engine_CC,No_of_Seats,city,Car_Age
Petrol,50000,3,Maruti,Maruti Alto K10,2016,320000,2016,Manual,23.95,998,5,jaipur,8
Diesel,120000,1,Hyundai,Hyundai Verna,2013,450000,2013,Manual,22.32,1582,5,jaipur,11
Diesel,150000,2,Hyundai,Hyundai i20,2010,225000,2010,Manual,23.0,1396,5,jaipur,14
Petrol,70000,1,Maruti,Maruti Alto K10,2020,450000,2020,Manual,23.95,998,5,jaipur,4
Petrol,60000,3,Maruti,Maruti Alto K10,2016,320000,2016,Manual,23.95,998,5,jaipur,8
Petrol,50000,1,Hyundai,Hyundai i20,2011,300000,2011,Manual,17.0,1197,5,jaipur,13
Petrol,120000,3,Ford,Ford Figo,2011,200000,2011,Manual,15.6,1196,5,jaipur,13
Diesel,150000,1,Volkswagen,Volkswagen Passat,2013,680000,2013,Manual,18.33,1968,5,jaipur,11
Petrol,120000,4,Toyota,Toyota Corolla Altis,2008,350000,2008,Manual,14.53,1798,5,jaipur,16
Diesel,150000,2,Volkswagen,Volkswagen CrossPolo,2014,350000,2014,Manual,22.07,1199,5,jaipur,10
Diesel,150000,1,Maruti,Maruti Swift,2011,350000,2011,Manual,22.9,1248,5,jaipur,13
Petrol,150000,2,Maruti,Maruti Alto,2008,200000,2008,Manual,19.7,796,5,jaipur,16
Petrol,80000,1,Honda,Honda City,2011,450000,2011,Manual,17.0,1497,5,jaipur,13
Petrol,100000,3,Maruti,Maruti Swift,2014,350000,2014,Manual,22.0,1197,5,jaipur,10
Diesel,120000,1,Maruti,Maruti Swift,2013,525000,2013,Manual,22.9,1248,5,jaipur,11
Petrol,60000,2,Hyundai,Hyundai i20,2011,520000,2011,Manual,18.5,1197,5,jaipur,13
Diesel,120000,2,Maruti,Maruti Swift,2013,450000,2013,Manual,22.9,1248,5,jaipur,11
Diesel,80000,1,Fiat,Fiat Avventura,2015,600000,2015,Manual,20.5,1248,5,jaipur,9
Petrol,50000,1,Hyundai,Hyundai i10,2010,79000,2010,Manual,20.36,1197,5,jaipur,14
Petrol,10000,1,Maruti,Maruti Swift Dzire,2023,500000,2023,Manual,22.41,1197,5,jaipur,1
Petrol,50000,2,Maruti,Maruti Jimny,2023,800000,2023,Automatic,16.39,1462,4,jaipur,1
Petrol,80000,2,Maruti,Maruti Swift,2012,160000,2012,Manual,18.6,1197,5,jaipur,12
Petrol,90000,2,Renault,Renault KWID,2016,220000,2016,Automatic,23.01,999,5,jaipur,8
Petrol,30000,1,Tata,Tata Punch,2022,700000,2022,Manual,20.09,1199,5,jaipur,2
Petrol,70000,1,Maruti,Maruti Alto K10,2014,200000,2014,Manual,23.95,998,5,jaipur,10
Petrol,100000,2,Maruti,Maruti Swift Dzire,2010,150000,2010,Manual,17.5,1298,5,jaipur,14
Petrol,70000,1,Maruti,Maruti Alto,2012,130000,2012,Manual,19.7,796,5,jaipur,12
Petrol,60000,1,Maruti,Maruti Alto,2012,150000,2012,Manual,19.7,796,5,jaipur,12
Petrol,150000,1,Maruti,Maruti Wagon R,2008,72000,2008,Manual,18.9,998,5,jaipur,16
Petrol,150000,1,Hyundai,Hyundai EON,2014,160000,2014,Manual,21.1,814,5,jaipur,10
Diesel,120000,2,Volkswagen,Volkswagen Polo,2012,200000,2012,Manual,22.07,1199,5,jaipur,12
Petrol,150000,1,Maruti,Maruti Alto,2002,40000,2002,Manual,19.7,796,5,jaipur,22
Diesel,100000,1,Ford,Ford Ecosport,2014,350000,2014,Manual,22.7,1498,5,jaipur,10
Petrol,120000,1,Chevrolet,Chevrolet Beat,2011,108000,2011,Manual,18.6,1199,5,jaipur,13
Petrol,70000,1,Maruti,Maruti Alto,2007,105000,2007,Manual,19.7,796,5,jaipur,17
Petrol,20000,1,Renault,Renault Kiger,2022,850000,2022,Manual,19.17,999,5,jaipur,2
Petrol,40000,1,Maruti,Maruti Alto,2009,100000,2009,Manual,19.7,796,5,jaipur,15
Petrol,80000,1,Maruti,Maruti Baleno,2018,500000,2018,Manual,21.4,1197,5,jaipur,6
Petrol,70000,3,Toyota,Toyota Camry,2014,975000,2014,Automatic,19.16,2494,5,kolkata,10
Petrol,23981,1,Datsun,Datsun RediGO,2017,266000,2017,Manual,22.7,799,5,kolkata,7
Petrol,7100,1,Renault,Renault Kiger,2021,595000,2021,Automatic,19.03,999,5,kolkata,3
Petrol,71574,2,Hyundai,Hyundai i20,2011,223000,2012,Manual,17.0,1197,5,kolkata,13
Diesel,50000,2,Audi,Audi Q3,2014,1200000,2014,Automatic,15.73,1968,5,kolkata,10
Petrol,35629,1,Maruti,Maruti Wagon R,2018,425000,2018,Automatic,20.52,1197,5,kolkata,6
Petrol,11476,2,Hyundai,Hyundai Santro,2020,596000,2020,Automatic,20.3,1086,5,kolkata,4
Petrol,31000,1,Renault,Renault KWID,2018,250000,2018,Manual,25.17,799,5,kolkata,6
Petrol,41005,2,Maruti,Maruti Swift Dzire,2011,221000,2011,Manual,17.5,1298,5,kolkata,13
Petrol,60055,1,Maruti,Maruti Wagon R,2010,208000,2010,Manual,18.9,998,5,kolkata,14
Petrol,65005,1,Maruti,Maruti Swift,2013,311000,2013,Manual,18.6,1197,5,kolkata,11
Petrol,2657,1,Renault,Renault KWID,2022,463999,2022,Manual,22.3,799,5,kolkata,2
Petrol,16000,1,Hyundai,Hyundai i10,2011,204999,2011,Manual,19.81,1086,5,kolkata,13
Diesel,7426,1,Tata,Tata Harrier,2023,2175000,2023,Automatic,14.6,1956,5,kolkata,1
Petrol,27046,1,Maruti,Maruti Baleno,2018,643000,2018,Automatic,21.4,1197,5,kolkata,6
Diesel,30100,1,Toyota,Toyota Fortuner,2021,3750000,2021,Automatic,15.04,2755,7,kolkata,3
Petrol,9000,1,Maruti,Maruti Wagon R,2022,545000,2022,Manual,24.35,998,5,kolkata,2
Petrol,17000,1,Hyundai,Hyundai i20,2022,750000,2022,Manual,21.0,1197,5,kolkata,2
Diesel,49200,1,Jeep,Jeep Compass,2021,1650000,2021,Automatic,17.1,1956,5,kolkata,3
Petrol,35000,2,Hyundai,Hyundai i10,2009,225000,2009,Manual,19.81,1086,5,kolkata,15
Diesel,30000,2,Land Rover,Land Rover Range Rover Evoque,2020,5990000,2020,Automatic,19.31,1999,5,kolkata,4
Petrol,54044,1,Maruti,Maruti Alto K10,2017,315000,2017,Manual,23.95,998,5,kolkata,7
Petrol,6500,1,Tata,Tata Nexon,2021,799000,2021,Manual,17.33,1199,5,kolkata,3
Petrol,29159,1,Maruti,Maruti Ciaz,2017,526000,2017,Manual,20.73,1373,5,kolkata,7
Petrol,31968,1,Honda,Honda City,2016,675000,2016,Automatic,18.0,1497,5,kolkata,8
Petrol,44150,2,Hyundai,Hyundai Grand i10 Nios,2019,612000,2019,Manual,20.7,1197,5,kolkata,5
Petrol,60000,1,Hyundai,Hyundai i20,2010,189000,2010,Manual,17.0,1197,5,kolkata,14
Petrol,25009,1,Hyundai,Hyundai Creta,2018,990000,2018,Automatic,14.8,1591,5,kolkata,6
Petrol,46469,1,Maruti,Maruti Swift,2020,534000,2020,Manual,22.38,1197,5,kolkata,4
Petrol,45000,1,Hyundai,Hyundai Creta,2018,800000,2018,Manual,13.0,1591,5,kolkata,6
Petrol,31577,1,Hyundai,Hyundai Verna,2020,983000,2020,Manual,17.7,1497,5,kolkata,4
Petrol,56005,1,Maruti,Maruti Celerio,2014,281000,2014,Automatic,23.1,998,5,kolkata,10
Petrol,10005,1,Maruti,Maruti Wagon R,2021,535000,2021,Manual,21.79,998,5,kolkata,3
Petrol,41163,1,Hyundai,Hyundai Grand i10,2017,475000,2017,Manual,18.9,1197,5,kolkata,7
Diesel,17839,1,Mercedes-Benz,Mercedes-Benz E-Class,2020,5300000,2020,Automatic,16.1,1950,5,kolkata,4
Petrol,3800,1,Toyota,Toyota Yaris,2019,695000,2019,Manual,17.1,1496,5,kolkata,5
Petrol,34124,1,Maruti,Maruti Wagon R,2018,395000,2018,Manual,21.79,998,5,kolkata,6
Diesel,50000,2,Hyundai,Hyundai i20,2012,200000,2012,Manual,21.9,1396,5,kolkata,12
Petrol,48168,1,Honda,Honda City,2018,750000,2018,Manual,17.4,1497,5,kolkata,6
Diesel,20000,3,Mahindra,Mahindra Marazzo,2019,975000,2019,Manual,17.3,1497,8,kolkata,5
Petrol,56357,1,Maruti,Maruti Swift Dzire,2018,480000,2018,Manual,19.0,1197,5,kolkata,6
Petrol,60000,1,Maruti,Maruti Swift Dzire,2010,245000,2010,Manual,17.5,1298,5,kolkata,14
Petrol,10585,1,Maruti,Maruti Baleno,2022,719000,2022,Manual,21.01,1197,5,kolkata,2
Petrol,50000,2,Honda,Honda Civic,2012,375000,2012,Automatic,13.1,1799,5,kolkata,12
Petrol,17642,1,Hyundai,Hyundai Creta,2020,1214000,2020,Manual,19.31,1497,5,kolkata,4
Diesel,20000,1,Tata,Tata Tiago,2018,438999,2018,Manual,27.28,1047,5,kolkata,6
Petrol,9157,1,Hyundai,Hyundai Grand i10 Nios,2021,753000,2021,Manual,20.7,1197,5,kolkata,3
Petrol,65979,2,Honda,Honda Amaze,2016,362000,2016,Manual,18.0,1198,5,kolkata,8
Diesel,65000,1,Skoda,Skoda Rapid,2014,300000,2014,Manual,20.5,1598,5,kolkata,10
Petrol,7940,2,Datsun,Datsun RediGO,2020,389000,2020,Manual,22.5,999,5,kolkata,4
Petrol,100000,4,Hyundai,Hyundai Santro Xing,2010,114999,2010,Manual,19.31,1086,5,kolkata,14
Diesel,40000,1,BMW,BMW 3 Series,2011,865000,2011,Automatic,16.07,1995,5,kolkata,13
Petrol,60000,2,Fiat,Fiat Linea,2011,185000,2011,Manual,14.6,1368,5,kolkata,13
Diesel,19859,1,BMW,BMW 5 Series,2019,3950000,2019,Automatic,20.37,1995,5,kolkata,5
Petrol,7405,1,Jeep,Jeep Wrangler,2023,6250000,2023,Automatic,12.1,1998,5,kolkata,1
Petrol,52922,1,Honda,Honda BR-V,2016,620000,2016,Manual,15.4,1497,7,kolkata,8
Petrol,60000,1,Ford,Ford Ecosport,2015,350000,2015,Manual,15.85,1499,5,kolkata,9
Petrol,32000,1,Hyundai,Hyundai Grand i10,2019,463999,2019,Manual,18.9,1197,5,kolkata,5
Petrol,47739,2,Honda,Honda Jazz,2017,412000,2017,Manual,18.7,1199,5,kolkata,7
Petrol,10717,2,Maruti,Maruti Alto K10,2019,375000,2019,Automatic,23.95,998,5,kolkata,5
Diesel,41000,1,Honda,Honda City,2015,621000,2015,Manual,25.1,1498,5,kolkata,9
Petrol,17619,2,Hyundai,Hyundai Santro,2020,443000,2020,Manual,20.3,1086,5,kolkata,4
Petrol,9221,1,Renault,Renault KWID,2021,422000,2021,Manual,21.74,999,5,kolkata,3
Petrol,70000,1,Honda,Honda WR-V,2019,550000,2019,Manual,17.5,1199,5,kolkata,5
Petrol,10519,1,Maruti,Maruti Swift,2019,545000,2019,Manual,22.38,1197,5,kolkata,5
Petrol,50000,2,Hyundai,Hyundai Verna,2014,450000,2014,Manual,17.1,1591,5,kolkata,10
Cng,19907,1,Maruti,Maruti Celerio,2022,597000,2022,Manual,49.48,998,5,kolkata,2
Petrol,84771,2,Maruti,Maruti Swift,2015,330000,2015,Manual,22.38,1197,5,kolkata,9
Petrol,7000,2,Honda,Honda Brio,2015,595000,2015,Automatic,16.5,1198,5,kolkata,9
Petrol,50000,1,Honda,Honda City,2017,500000,2017,Manual,17.4,1497,5,kolkata,7
Diesel,52000,1,Audi,Audi A6,2013,1075000,2013,Automatic,17.68,1968,5,kolkata,11
Petrol,15407,1,Tata,Tata Nexon,2021,835000,2021,Manual,17.33,1199,5,kolkata,3
Petrol,50000,2,Hyundai,Hyundai i10,2009,175000,2009,Manual,20.36,1197,5,kolkata,15
Petrol,80000,1,Hindustan Motors,Ambassador,1985,495000,2018,Manual,12.8,1817,5,kolkata,39
Petrol,58000,1,Honda,Honda City,2017,550000,2017,Manual,17.4,1497,5,kolkata,7
Petrol,14000,1,Hyundai,Hyundai Verna,2021,1025000,2021,Manual,17.7,1497,5,kolkata,3
Petrol,80000,3,Hyundai,Hyundai Elantra,2014,350000,2014,Manual,16.3,1797,5,kolkata,10
Petrol,45000,1,Hyundai,Hyundai Elantra,2017,775000,2017,Manual,14.59,1999,5,kolkata,7
Petrol,119236,1,Maruti,Maruti Swift Dzire,2014,306000,2014,Manual,22.41,1197,5,kolkata,10
Petrol,98074,1,Maruti,Maruti Baleno,2016,432000,2016,Manual,21.4,1197,5,kolkata,8
Diesel,40330,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,1080000,2013,Automatic,14.84,2143,5,kolkata,11
Petrol,84989,2,Maruti,Maruti Swift Dzire,2014,314000,2014,Manual,22.41,1197,5,kolkata,10
Petrol,72017,2,Maruti,Maruti Wagon R,2014,269000,2014,Manual,20.51,998,5,kolkata,10
Diesel,65002,1,Maruti,Maruti Ertiga,2015,521000,2015,Manual,20.77,1248,7,kolkata,9
Petrol,85862,1,Maruti,Maruti Swift Dzire,2015,342000,2015,Manual,22.41,1197,5,kolkata,9
Petrol,70000,2,Maruti,Maruti Alto,2011,150000,2011,Manual,19.7,796,5,kolkata,13
Petrol,48005,1,Mahindra,Mahindra KUV 100 NXT,2017,407000,2017,Manual,18.15,1198,6,kolkata,7
Petrol,8625,1,Hyundai,Hyundai Santro,2019,459999,2019,Manual,20.3,1086,5,kolkata,5
Petrol,10000,1,Tata,Tata Altroz,2020,725000,2020,Manual,19.33,1199,5,kolkata,4
Diesel,67000,1,Skoda,Skoda Laura,2012,340000,2012,Manual,20.0,1968,5,kolkata,12
Petrol,10000,1,Tata,Tata Altroz,2020,735000,2020,Manual,19.33,1199,5,kolkata,4
Diesel,50000,1,Hyundai,Hyundai Creta,2018,1200000,2018,Manual,19.67,1582,5,kolkata,6
Petrol,60000,3,Maruti,Maruti Zen Estilo,2011,145000,2011,Manual,19.0,998,5,kolkata,13
Petrol,60000,3,Maruti,Maruti Celerio,2017,350000,2017,Manual,23.1,998,5,kolkata,7
Diesel,34000,1,Audi,Audi Q5,2014,1950000,2014,Automatic,14.16,1968,5,kolkata,10
Petrol,60000,1,Maruti,Maruti A-Star,2012,300000,2012,Manual,19.0,998,5,kolkata,12
Diesel,152000,1,Toyota,Toyota Innova,2014,695000,2014,Manual,12.99,2494,7,kolkata,10
Diesel,45000,1,Land Rover,Land Rover Range Rover Sport,2014,5600000,2014,Automatic,12.65,3993,5,kolkata,10
Petrol,56766,3,Toyota,Toyota Corolla Altis,2013,399000,2013,Manual,14.53,1798,5,kolkata,11
Diesel,7114,1,Tata,Tata New Safari,2022,2109000,2022,Automatic,14.08,1956,6,kolkata,2
Diesel,25508,1,Tata,Tata New Safari,2021,2000000,2021,Automatic,14.08,1956,6,kolkata,3
Petrol,39369,1,Maruti,Maruti Wagon R,2012,217000,2012,Manual,18.9,998,5,kolkata,12
Diesel,96707,1,Mahindra,Mahindra XUV500,2018,886000,2018,Manual,19.31,2179,7,kolkata,6
Petrol,50000,1,Hyundai,Hyundai i20 Active,2016,550000,2016,Manual,17.19,1197,5,kolkata,8
Petrol,30345,1,Renault,Renault KWID,2019,327000,2019,Manual,22.25,799,5,kolkata,5
Diesel,128232,1,Toyota,Toyota Fortuner,2016,1775000,2016,Automatic,12.55,2982,7,kolkata,8
Petrol,54018,1,Honda,Honda WR-V,2017,487000,2017,Manual,17.5,1199,5,kolkata,7
Diesel,32007,1,Hyundai,Hyundai Verna,2016,612000,2016,Manual,23.9,1582,5,kolkata,8
Petrol,100000,1,Hyundai,Hyundai i10,2015,310000,2015,Manual,19.81,1086,5,kolkata,9
Petrol,30000,2,Hyundai,Hyundai Santro Xing,2014,245000,2014,Manual,17.92,1086,5,kolkata,10
Diesel,66452,1,Volvo,Volvo S60 Cross Country,2018,1980000,2018,Automatic,19.6,2400,5,kolkata,6
Diesel,38706,1,Volvo,Volvo XC60,2021,4500000,2021,Automatic,11.2,2400,5,kolkata,3
Petrol,80000,1,Honda,Honda City,2018,650000,2018,Manual,17.4,1497,5,kolkata,6
Petrol,60000,1,Hyundai,Hyundai Verna,2015,750000,2015,Manual,17.01,1591,5,kolkata,9
Petrol,120000,1,Hyundai,Hyundai i20 Active,2016,500000,2016,Manual,17.19,1197,5,kolkata,8
Diesel,150000,2,Chevrolet,Chevrolet Tavera,2012,720000,2012,Manual,12.2,2499,10,kolkata,12
Diesel,19000,1,Honda,Honda City,2017,790000,2017,Manual,26.0,1498,5,kolkata,7
Diesel,260000,1,Toyota,Toyota Innova,2012,645000,2012,Manual,12.8,2494,7,kolkata,12
Petrol,71552,1,Honda,Honda City,2014,403000,2014,Manual,17.4,1497,5,kolkata,10
Petrol,65039,2,Hyundai,Hyundai Grand i10,2015,301000,2015,Manual,18.9,1197,5,kolkata,9
Petrol,60000,2,Hyundai,Hyundai Santro Xing,2007,40000,2007,Manual,17.92,1086,5,kolkata,17
Petrol,73578,1,Renault,Renault KWID,2019,359000,2020,Manual,23.01,999,5,kolkata,5
Petrol,27160,1,Hyundai,Hyundai Santro,2021,511000,2021,Automatic,20.3,1086,5,kolkata,3
Petrol,36000,1,Hyundai,Hyundai i20,2017,425000,2017,Manual,18.6,1197,5,kolkata,7
Petrol,84367,1,Hyundai,Hyundai Grand i10,2014,277000,2014,Manual,18.9,1197,5,kolkata,10
Petrol,32599,1,Maruti,Maruti Ertiga,2019,750000,2019,Manual,19.01,1462,7,kolkata,5
Petrol,47530,1,Renault,Renault Duster,2017,551000,2017,Manual,13.06,1598,5,kolkata,7
Petrol,35457,1,Honda,Honda Brio,2014,254000,2014,Manual,19.4,1198,5,kolkata,10
Petrol,28134,1,Kia,Kia Seltos,2020,1275000,2020,Automatic,19.31,1497,5,kolkata,4
Petrol,5000,0,Mahindra,Mahindra XUV300,2022,1320000,2018,Automatic,16.5,1197,5,kolkata,2
Petrol,28000,1,Hyundai,Hyundai i10,2011,270000,2011,Automatic,16.95,1197,5,kolkata,13
Diesel,20000,1,Jeep,Jeep Compass Trailhawk,2023,2000000,2023,Automatic,19.31,1998,5,kolkata,1
Petrol,33582,2,Land Rover,Land Rover Range Rover Velar,2020,7900000,2020,Automatic,15.8,1997,5,kolkata,4
Petrol,46005,1,Hyundai,Hyundai i10,2014,254999,2014,Manual,20.36,1197,5,kolkata,10
Diesel,2565,1,MG,MG Gloster,2021,3450000,2021,Automatic,12.4,1996,6,kolkata,3
Petrol,28000,1,Maruti,Maruti Swift,2018,535000,2018,Automatic,22.0,1197,5,kolkata,6
Petrol,32000,1,Honda,Honda Jazz,2015,440000,2015,Automatic,18.2,1199,5,kolkata,9
Petrol,45000,1,Maruti,Maruti Swift Dzire,2009,225000,2009,Manual,17.5,1298,5,kolkata,15
Diesel,78565,1,Mahindra,Mahindra XUV500,2019,1295000,2019,Manual,15.1,2179,7,kolkata,5
Petrol,10197,1,MG,MG Hector,2022,1792000,2022,Automatic,19.31,1451,5,kolkata,2
Petrol,60000,2,Hyundai,Hyundai EON,2014,180000,2014,Manual,21.1,814,5,kolkata,10
Petrol,32844,1,Honda,Honda City,2017,602000,2018,Manual,17.8,1497,5,kolkata,7
Cng,5198,1,Tata,Tata Tiago,2022,743000,2023,Manual,36.82,1199,5,kolkata,2
Petrol,40000,1,Hyundai,Hyundai i20,2013,335000,2013,Manual,18.5,1197,5,kolkata,11
Petrol,19355,1,Skoda,Skoda Rapid,2019,750000,2019,Automatic,14.84,1598,5,kolkata,5
Petrol,60000,1,Maruti,Maruti Swift Dzire,2010,240000,2010,Manual,17.5,1298,5,kolkata,14
Petrol,31197,1,Maruti,Maruti Wagon R,2019,474000,2019,Manual,21.79,998,5,kolkata,5
Petrol,6651,1,Datsun,Datsun RediGO,2021,346000,2021,Manual,21.7,999,5,kolkata,3
Petrol,60000,3,Chevrolet,Chevrolet Spark,2009,70000,2009,Manual,18.0,995,5,kolkata,15
Petrol,35000,1,Honda,Honda BR-V,2018,745000,2018,Manual,15.4,1497,7,kolkata,6
Petrol,57000,1,Honda,Honda City,2013,335000,2013,Manual,16.8,1497,5,kolkata,11
Petrol,50469,1,Honda,Honda City,2016,550000,2016,Automatic,18.0,1497,5,kolkata,8
Petrol,32000,1,Maruti,Maruti Swift,2018,524000,2018,Manual,22.0,1197,5,kolkata,6
Petrol,36000,1,Toyota,Toyota Corolla Altis,2016,850000,2016,Automatic,14.28,1798,5,kolkata,8
Petrol,30000,1,Datsun,Datsun RediGO,2018,210000,2018,Manual,22.7,799,5,kolkata,6
Diesel,68042,1,Mahindra,Mahindra XUV500,2018,999000,2018,Automatic,16.0,2179,7,kolkata,6
Petrol,65000,2,Hyundai,Hyundai i10,2014,229999,2014,Manual,20.36,1197,5,kolkata,10
Petrol,24000,1,Maruti,Maruti Swift,2020,549000,2020,Manual,20.4,1197,5,kolkata,4
Diesel,82948,1,Maruti,Maruti Ciaz,2016,520000,2016,Manual,28.09,1248,5,kolkata,8
Petrol,23162,2,Maruti,Maruti Zen Estilo,2010,141000,2010,Manual,19.0,998,5,kolkata,14
Petrol,45000,1,Maruti,Maruti Ritz,2010,129000,2010,Manual,18.5,1197,5,kolkata,14
Petrol,7281,2,Honda,Honda WR-V,2020,641000,2020,Manual,17.5,1199,5,kolkata,4
Petrol,29428,1,Hyundai,Hyundai i20 Active,2016,466000,2016,Manual,17.19,1197,5,kolkata,8
Petrol,64000,1,Hyundai,Hyundai Creta,2018,844999,2018,Manual,15.8,1591,5,kolkata,6
Petrol,62202,1,Maruti,Maruti Alto 800,2016,215000,2017,Manual,22.05,796,5,kolkata,8
Petrol,47000,1,Honda,Honda City,2018,725000,2018,Manual,17.4,1497,5,kolkata,6
Cng,13145,1,Tata,Tata Tigor,2022,772000,2022,Manual,26.49,1199,5,kolkata,2
Petrol,119490,1,Hyundai,Hyundai EON,2017,254999,2017,Manual,21.1,814,5,kolkata,7
Diesel,8000,1,Mahindra,Mahindra XUV500,2021,1673999,2021,Manual,15.1,2179,7,kolkata,3
Diesel,45000,1,Honda,Honda City,2015,525000,2015,Manual,25.1,1498,5,kolkata,9
Petrol,46422,1,Maruti,Maruti Wagon R Stingray,2016,295000,2016,Manual,20.51,998,5,kolkata,8
Petrol,64000,3,Hyundai,Hyundai i10,2014,235000,2014,Manual,20.36,1197,5,kolkata,10
Diesel,52000,1,Volkswagen,Volkswagen Ameo,2020,495000,2020,Manual,21.66,1498,5,kolkata,4
Petrol,25000,1,Honda,Honda City,2019,685000,2019,Manual,16.8,1497,5,kolkata,5
Petrol,15000,2,Hyundai,Hyundai EON,2013,186000,2013,Manual,21.1,814,5,kolkata,11
Petrol,45000,1,Kia,Kia Seltos,2020,1265000,2020,Manual,16.5,1353,5,kolkata,4
Petrol,65000,1,Hyundai,Hyundai Creta,2018,894999,2018,Automatic,14.8,1591,5,kolkata,6
Diesel,65000,1,Jeep,Jeep Compass,2018,950000,2018,Manual,17.1,1956,5,kolkata,6
Petrol,21628,1,Honda,Honda City,2019,727000,2019,Manual,17.4,1497,5,kolkata,5
Petrol,8347,1,Maruti,Maruti Swift,2016,426999,2016,Manual,22.38,1197,5,kolkata,8
Diesel,72057,2,Mahindra,Mahindra Scorpio,2016,875000,2016,Manual,15.4,2179,7,kolkata,8
Petrol,52549,1,Hyundai,Hyundai Grand i10,2017,349000,2017,Manual,18.9,1197,5,kolkata,7
Petrol,44540,2,Honda,Honda City,2014,450000,2014,Automatic,18.0,1497,5,kolkata,10
Petrol,44000,2,Maruti,Maruti Swift,2014,320000,2014,Manual,18.6,1197,5,kolkata,10
Diesel,53084,1,Hyundai,Hyundai Grand i10 Nios,2019,646000,2020,Manual,26.2,1186,5,kolkata,5
Petrol,10000,2,Maruti,Maruti XL6,2021,950000,2021,Manual,19.01,1462,6,kolkata,3
Petrol,34339,2,Toyota,Toyota Corolla Altis,2018,1124000,2018,Automatic,14.28,1798,5,kolkata,6
Petrol,15456,1,Kia,Kia Seltos,2020,1057000,2020,Manual,16.8,1497,5,kolkata,4
Petrol,68000,1,Hyundai,Hyundai Santro,2018,385000,2018,Manual,20.3,1086,5,kolkata,6
Petrol,10000,1,Maruti,Maruti SX4 S Cross,2021,875000,2021,Manual,18.55,1462,5,kolkata,3
Diesel,100000,1,Mahindra,Mahindra TUV 300,2017,520000,2017,Manual,18.49,1493,7,kolkata,7
Diesel,59639,1,Mahindra,Mahindra TUV 300,2019,675000,2019,Manual,18.49,1493,7,kolkata,5
Petrol,50000,1,Maruti,Maruti Celerio,2017,360000,2017,Manual,23.1,998,5,kolkata,7
Petrol,37000,1,Audi,Audi A6,2016,1795000,2016,Automatic,15.26,1798,5,kolkata,8
Petrol,60000,2,Renault,Renault Scala,2013,235000,2013,Manual,16.95,1498,5,kolkata,11
Petrol,8000,1,Hyundai,Hyundai i20 N Line,2022,900000,2022,Manual,20.0,998,5,kolkata,2
Diesel,31000,1,Maruti,Maruti Ertiga,2017,800000,2017,Manual,24.52,1248,7,kolkata,7
Petrol,44890,1,Honda,Honda Amaze,2016,357000,2016,Manual,18.0,1198,5,kolkata,8
Diesel,48752,2,Hyundai,Hyundai Creta,2017,620000,2017,Manual,22.1,1396,5,kolkata,7
Diesel,10000,1,Tata,Tata New Safari,2022,2350000,2022,Automatic,14.08,1956,6,kolkata,2
Petrol,5151,1,Mahindra,Mahindra KUV 100,2017,372000,2017,Manual,18.15,1198,5,kolkata,7
Petrol,28807,1,Maruti,Maruti Alto 800,2017,275000,2017,Manual,22.05,796,5,kolkata,7
Petrol,30000,2,Hyundai,Hyundai Santro Xing,2014,220000,2014,Manual,17.92,1086,5,kolkata,10
Petrol,20593,1,Honda,Honda City,2019,763000,2019,Manual,17.4,1497,5,kolkata,5
Petrol,82879,2,Honda,Honda Amaze,2015,260000,2015,Manual,18.0,1198,5,kolkata,9
Petrol,13407,1,Honda,Honda City,2022,1015000,2022,Manual,18.6,1498,5,kolkata,2
Petrol,100000,1,Maruti,Maruti Ignis,2019,409999,2019,Manual,20.89,1197,5,kolkata,5
Diesel,66000,1,Maruti,Maruti Ertiga,2018,791000,2018,Manual,25.47,1248,7,kolkata,6
Diesel,177000,1,Toyota,Toyota Innova,2015,745000,2015,Manual,12.99,2494,7,kolkata,9
Diesel,21100,1,Toyota,Toyota Innova Crysta,2021,1850000,2021,Manual,12.0,2393,7,kolkata,3
Diesel,120000,1,Tata,Tata Sumo Victa,2005,110000,2005,Manual,12.2,1948,10,kolkata,19
Diesel,44227,1,BMW,BMW 6 Series,2018,3900000,2018,Automatic,17.09,2993,4,kolkata,6
Diesel,70000,3,Toyota,Toyota Fortuner,2015,1350000,2015,Automatic,12.55,2982,7,kolkata,9
Petrol,45000,1,Honda,Honda WR-V,2019,650000,2019,Manual,17.5,1199,5,kolkata,5
Petrol,50000,1,Hyundai,Hyundai Alcazar,2021,1600000,2021,Manual,14.5,1999,6,kolkata,3
Petrol,77042,1,Maruti,Maruti Swift,2019,449000,2019,Manual,22.38,1197,5,kolkata,5
Petrol,42325,1,Tata,Tata Tigor,2021,517000,2021,Manual,19.28,1199,5,kolkata,3
Petrol,50000,1,Volkswagen,Volkswagen Polo,2017,500000,2017,Manual,16.2,1199,5,kolkata,7
Petrol,37196,1,Maruti,Maruti Swift,2015,400000,2015,Manual,22.38,1197,5,kolkata,9
Diesel,61530,1,Maruti,Maruti Baleno,2017,459999,2017,Manual,27.39,1248,5,kolkata,7
Petrol,48000,1,Hyundai,Hyundai i20 Active,2016,580000,2016,Manual,17.19,1197,5,kolkata,8
Diesel,74444,1,Maruti,Maruti Vitara Brezza,2017,643000,2017,Manual,24.3,1248,5,kolkata,7
