ft,bt,km,ownerNo,oem,modelYear,Insurance Validity,Transmission,Mileage,Engine,Torque,Color,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,city,Max Power
Diesel,SUV,120000,1,Jeep,2017,Third Party,Manual,17.1,1956.0,350.0,Others,4.0,4.0,4395.0,1818.0,1640.0,2636.0,1562.0,6 Speed,5,Power,Tubeless Radial,5,bangalore,170.0
Diesel,SUV,56000,1,Hyundai,2016,Third Party,Manual,19.67,1582.0,259.0,White,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1300.0,6 Speed,5,Power,Tubeless,5,kolkata,126.0
Petrol,Hatchback,14163,1,Maruti,2019,Comprehensive,Manual,21.4,1197.0,115.0,White,4.0,4.0,3995.0,1745.0,1510.0,2520.0,880.0,5 Speed,5,Power,Tubeless Radial,5,delhi,83.0
Petrol,Sedan,120000,1,Maruti,2020,Third Party,Automatic,21.21,1197.0,113.0,Others,4.0,4.0,3995.0,1735.0,1515.0,2450.0,860.0,5 Speed,5,Power,Tubeless Radial,4,delhi,81.0
Petrol,Hatchback,42841,1,Maruti,2017,Comprehensive,Manual,21.4,1197.0,115.0,White,4.0,4.0,3995.0,1745.0,1510.0,2520.0,880.0,5 Speed,5,Power,Tubeless Radial,5,delhi,83.0
Petrol,Sedan,60000,1,Honda,2016,Comprehensive,Manual,17.4,1497.0,145.0,Grey,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1049.0,5 Speed,5,Power,Tubeless Radial,4,delhi,117.0
Petrol,Hatchback,41058,2,Hyundai,2020,Third Party,Automatic,20.3,1086.0,99.0,Others,4.0,3.0,3610.0,1645.0,1560.0,2400.0,1070.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,68.0
Petrol,Hatchback,90000,2,Maruti,2009,Third Party,Manual,16.1,1298.0,11.0,Others,4.0,4.0,3760.0,1690.0,1530.0,2390.0,890.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,88.0
Petrol,Hatchback,96502,1,Hyundai,2011,Third Party,Manual,20.36,1197.0,111.0,White,4.0,4.0,3585.0,1595.0,1550.0,2380.0,930.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,78.0
Petrol,Hatchback,80000,2,Tata,2011,Third Party,Manual,26.0,624.0,4.0,Other,2.0,2.0,3099.0,1495.0,1620.0,2230.0,600.0,4 Speed,4,Power,Tubeless Radial,4,bangalore,35.0
Diesel,SUV,60000,1,Nissan,2014,Third Party,Manual,19.01,1461.0,248.0,Silver,4.0,4.0,4331.0,2000.0,1671.0,2673.0,1360.0,6 Speed,5,Power,Tubeless,5,delhi,108.0
Petrol,Hatchback,60000,2,Maruti,2014,Third Party,Manual,18.5,1197.0,114.0,Silver,4.0,4.0,3775.0,1680.0,1620.0,2360.0,1015.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,85.0
Petrol,SUV,43841,2,Honda,2017,Third Party,Manual,17.5,1199.0,110.0,Brown,4.0,4.0,3999.0,1734.0,1601.0,2555.0,1103.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,88.0
Petrol,SUV,10000,1,Kia,2022,Third Party,Manual,18.2,998.0,172.0,Black,3.0,4.0,3995.0,1790.0,1642.0,2500.0,1211.0,6-Speed iMT,5,Electric,Tubeless Radial,5,jaipur,118.0
Petrol,Sedan,36937,1,Honda,2019,Comprehensive,Manual,17.4,1497.0,145.0,Others,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1061.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,117.0
Diesel,MUV,67020,1,Tata,2017,Comprehensive,Automatic,17.6,2179.0,400.0,Blue,4.0,4.0,4788.0,1900.0,1785.0,2850.0,1950.0,6 Speed,7,Power,Tubeless Radial,5,kolkata,153.0
Petrol,Hatchback,138907,1,Maruti,2017,Third Party,Manual,21.4,1197.0,115.0,Granite Grey,4.0,4.0,3995.0,1745.0,1510.0,2520.0,865.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,83.0
Petrol,Hatchback,30000,1,Hyundai,2014,Third Party,Manual,21.1,814.0,74.0,Others,3.0,3.0,3495.0,1550.0,1500.0,2380.0,860.0,5 Speed,5,Power,Tubeless,5,kolkata,55.0
Cng,Minivans,40000,1,Maruti,2021,Third Party,Manual,29.023199999999996,1196.0,85.0,Others,4.0,4.0,3675.0,1475.0,1825.0,2350.0,1050.0,5 Speed,5,Manual,Tubeless,5,bangalore,61.0
Diesel,Sedan,55000,2,BMW,2012,Comprehensive,Automatic,22.69,1995.0,400.0,Grey,4.0,4.0,4824.0,1811.0,1429.0,2810.0,1550.0,8 Speed,5,Power,Tubeless Radial,4,chennai,190.0
Petrol,SUV,24788,1,MG,2021,Comprehensive,Automatic,14.34,1349.0,220.0,Red,3.0,4.0,4323.0,1809.0,1650.0,2585.0,1450.0,6 Speed,5,Electronic,Tubeless Radial,5,delhi,138.0
Petrol,Hatchback,89972,1,Hyundai,2018,Comprehensive,Manual,17.19,1197.0,114.0,Others,4.0,4.0,3995.0,1760.0,1555.0,2570.0,1020.0,5 Speed,5,Power,Tubeless Radial,5,delhi,81.0
Petrol,MUV,30000,1,Renault,2020,Third Party,Manual,20.0,999.0,96.0,Others,3.0,4.0,3991.0,1739.0,1643.0,2518.403850840848,947.0,5 Speed,7,Electric,Tubeless Radial,5,hyderabad,71.0
Petrol,Hatchback,70000,2,Maruti,2011,Third Party,Manual,19.7,796.0,62.0,Others,3.0,4.0,3495.0,1475.0,1460.0,2360.0,705.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,46.0
Petrol,SUV,48000,2,Hyundai,2017,Comprehensive,Automatic,14.8,1591.0,151.0,White,4.0,4.0,4270.0,1780.0,1665.0,2590.0,1300.0,6 Speed,5,Power,Tubeless,5,delhi,121.0
Petrol,Hatchback,74000,2,Hyundai,2014,Comprehensive,Manual,18.6,1197.0,114.0,Maroon,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1066.0,5 Speed,5,Power,Tubeless,5,jaipur,81.0
Petrol,Hatchback,38000,1,Maruti,2019,Comprehensive,Manual,23.95,998.0,90.0,Maroon,3.0,4.0,3545.0,1515.0,1475.0,2360.0,784.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,67.0
Petrol,Sedan,30000,1,Maruti,2016,Third Party,Automatic,19.12,1373.0,130.0,Others,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1010.0,4 Speed,5,Power,Tubeless Radial,4,bangalore,91.0
Petrol,Sedan,20000,2,Maruti,2020,Third Party,Manual,22.41,1197.0,113.0,Others,4.0,4.0,3995.0,1735.0,1515.0,2450.0,880.0,5 Speed,5,Electric,Tubeless Radial,4,jaipur,88.0
Petrol,Sedan,50000,1,Ford,2016,Third Party,Manual,18.16,1196.0,112.0,Others,4.0,4.0,3995.0,1695.0,1525.0,2491.0,995.0,5 Speed,5,Power,Tubeless,4,kolkata,86.0
Diesel,Hatchback,70000,1,Chevrolet,2015,Third Party,Manual,25.44,936.0,142.0,Others,3.0,4.0,3640.0,1595.0,1520.0,2375.0,1045.0,5 Speed,5,Power,Tubeless,5,delhi,56.0
Diesel,SUV,70034,1,Mitsubishi,2013,Third Party,Manual,13.5,2477.0,400.0,Silver,4.0,4.0,4695.0,1815.0,1840.0,2800.0,2040.0,5 Speed,7,Power,Tubeless Radial,5,chennai,175.0
Petrol,Sedan,52130,1,Maruti,2018,Third Party,Manual,21.56,1462.0,138.0,Blue,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1045.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,103.0
Petrol,Hatchback,96632,2,Hyundai,2015,Comprehensive,Manual,21.1,814.0,74.0,Silver,3.0,3.0,3495.0,1550.0,1500.0,2380.0,860.0,5 Speed,5,Power,Tubeless,5,hyderabad,55.0
Diesel,SUV,83811,1,Maruti,2017,Third Party,Manual,25.1,1248.0,200.0,Silver,4.0,4.0,4300.0,1785.0,1595.0,2600.0,1220.0,5 Speed,5,Power,Tubeless Radial,5,delhi,88.0
Petrol,Hatchback,30285,2,Renault,2018,Third Party,Automatic,24.04,999.0,91.0,Silver,3.0,4.0,3679.0,1579.0,1478.0,2422.0,710.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,67.0
Petrol,Sedan,50000,2,Honda,2012,Third Party,Automatic,13.1,1799.0,17.0,Others,4.0,4.0,4545.0,1750.0,1450.0,2700.0,1210.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,132.0
Petrol,SUV,300,1,BMW,2023,Comprehensive,Automatic,19.305221281860927,2998.0,500.0,Black,6.0,4.0,4716.0,1897.0,1669.0,2864.0,1670.0,8 Speed,5,Electric,Tubeless Radial,5,jaipur,355.0
Diesel,SUV,90001,2,Renault,2014,Third Party,Manual,19.01,1461.0,248.0,White,4.0,4.0,4315.0,1822.0,1695.0,2673.0,1220.0,6 Speed,5,Power,Tubeless Radial,5,hyderabad,108.0
Petrol,Hatchback,52777,1,Maruti,2018,Zero Dep,Automatic,20.89,1197.0,113.0,Silver,4.0,4.0,3700.0,1690.0,1595.0,2435.0,855.0,5 Speed,5,Electrical,Tubeless Radial,5,delhi,81.0
Diesel,SUV,20857,1,Mahindra,2021,Comprehensive,Automatic,19.305221281860927,2184.0,300.0,Grey,4.0,4.0,3985.0,1855.0,1844.0,2450.0,1755.0,6 Speed,4,Power,Tubeless Radial,3,kolkata,130.0
Petrol,Sedan,65396,2,Honda,2017,Third Party,Manual,19.5,1199.0,110.0,White,4.0,4.0,3995.0,1695.0,1501.0,2470.0,917.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,88.0
Electric,SUV,10000,1,Tata,2023,Third Party,Automatic,19.305221281860927,0.0,245.0,Others,4.0,4.0,3993.0,1811.0,1606.0,2498.0,1400.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,127.0
Petrol,Hatchback,76003,1,Maruti,2019,Third Party,Manual,21.7,998.0,90.0,Silver,3.0,4.0,3565.0,1520.0,1564.0,2380.0,726.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,67.0
Petrol,Sedan,132528,1,Honda,1999,Third Party,Manual,13.0,1343.0,11.0,Green,4.0,4.0,4270.0,1690.0,1395.0,2500.0,980.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,90.0
Diesel,Hatchback,100000,3,Hyundai,2012,Third Party,Manual,21.9,1396.0,219.0,Others,4.0,4.0,3995.0,1710.0,1505.0,2525.0,1120.0,6 Speed,5,Power,Tubeless Radial,5,chennai,88.0
Petrol,Hatchback,66424,1,Maruti,2016,Comprehensive,Manual,21.4,1197.0,115.0,Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,890.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,83.0
Diesel,Sedan,63155,2,Hyundai,2018,Third Party,Manual,25.4,1186.0,190.0,Silver,3.0,4.0,3995.0,1660.0,1520.0,2425.0,1140.0,5 Speed,5,Power,Tubeless,4,chennai,73.0
Petrol,SUV,9800,1,Jeep,2019,Third Party,Manual,16.0,1368.0,250.0,White,4.0,4.0,4395.0,1818.0,1640.0,2636.0,1537.0,6 Speed,5,Power,Tubeless Radial,5,hyderabad,160.0
Petrol,Sedan,50000,1,Hyundai,2018,Third Party,Manual,17.0,1591.0,151.0,Others,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1248.0,6 Speed,5,Power,Tubeless,4,kolkata,121.0
Petrol,Hatchback,11333,1,Maruti,2021,Comprehensive,Manual,22.05,796.0,69.0,Grey,3.0,4.0,3445.0,1515.0,1475.0,2360.0,762.0,5 Speed,5,Power,Tubeless,5,kolkata,47.0
Petrol,Sedan,60000,2,Hyundai,2014,Third Party,Manual,17.01,1591.0,154.0,Others,4.0,4.0,4375.0,1700.0,1475.0,2570.0,1260.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,121.0
Petrol,Sedan,11000,1,Mercedes-Benz,2021,Comprehensive,Automatic,19.305221281860927,1332.0,250.0,Silver,4.0,4.0,4549.0,1992.0,1446.0,2729.0,1395.0,7 Speed DCT,5,Electric,Tubeless Radial,4,bangalore,160.0
Petrol,Hatchback,35444,1,Hyundai,2013,Third Party,Manual,18.9,1197.0,114.0,White,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,kolkata,82.0
Diesel,Hatchback,28614,2,Chevrolet,2014,Comprehensive,Manual,25.44,936.0,142.0,Silver,3.0,4.0,3640.0,1595.0,1550.0,2375.0,1025.0,5 Speed,5,Power,Tubeless,5,kolkata,56.0
Diesel,SUV,65480,1,Mahindra,2015,Third Party,Manual,15.4,2523.0,200.0,White,4.0,4.0,4456.0,1820.0,1930.0,2680.0,1715.0,5 Speed,9,Power,Tubeless Radial,5,kolkata,75.0
Diesel,SUV,65812,2,Hyundai,2020,Third Party,Manual,23.7,1493.0,240.0,White,4.0,4.0,3995.0,1770.0,1605.0,2500.0,1260.0,6 Speed,5,Electric,Radial,5,bangalore,98.0
Petrol,Hatchback,4453,1,Maruti,2022,Third Party,Manual,23.56,1197.0,113.0,Maroon,4.0,4.0,3655.0,1620.0,1675.0,2435.0,835.0,5 Speed,5,Power,Tubeless Radial,5,chennai,88.0
Petrol,SUV,32228,1,Maruti,2020,Comprehensive,Automatic,18.76,1462.0,138.0,White,4.0,4.0,3995.0,1790.0,1640.0,2500.0,1135.0,4 Speed,5,Electronic,Tubeless Radial,5,delhi,103.0
Petrol,Sedan,45621,1,Maruti,2018,Third Party,Manual,21.56,1462.0,138.0,Silver,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1025.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,103.0
Petrol,Hatchback,111046,1,Maruti,2015,Third Party,Manual,24.39,998.0,89.0,Silver,3.0,4.0,3530.0,1490.0,1520.0,2380.0,755.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,65.0
Petrol,Hatchback,40000,1,Maruti,2023,Third Party,Manual,24.39,998.0,89.0,Others,3.0,4.0,3530.0,1490.0,1520.0,2380.0,750.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,65.0
Diesel,Sedan,58431,1,Maruti,2018,Third Party,Manual,28.09,1248.0,200.0,Blue,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1125.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,88.0
Petrol,Hatchback,19252,0,Hyundai,2021,Third Party,Manual,20.0,998.0,171.0,Grey,3.0,4.0,3995.0,1775.0,1505.0,2580.0,1220.0,6 Speed IMT,5,Electric,Tubeless Radial,5,chennai,118.0
Petrol,SUV,40000,1,Volkswagen,2021,Third Party,Manual,17.88,1498.0,250.0,Gray,4.0,4.0,4221.0,1760.0,1612.0,2651.0,1312.0,7-Speed DSG,5,Electric,Tubeless Radial,5,hyderabad,147.0
Diesel,Sedan,70000,2,Skoda,2018,Third Party,Manual,21.13,1498.0,250.0,Others,4.0,4.0,4413.0,1699.0,1466.0,2552.0,1192.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,108.0
Petrol,Hatchback,14213,1,Maruti,2022,Third Party,Manual,21.7,998.0,89.0,White,3.0,4.0,3565.0,1520.0,1567.0,2380.0,736.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,65.0
Petrol,SUV,24000,1,Maruti,2022,Comprehensive,Manual,20.15,1462.0,136.0,Grey,4.0,4.0,3995.0,1790.0,1685.0,2500.0,1110.0,5 Speed,5,Electric,Tubeless Radial,5,delhi,101.0
Petrol,Hatchback,98074,1,Maruti,2016,Comprehensive,Manual,21.4,1197.0,115.0,Red,4.0,4.0,3995.0,1745.0,1510.0,2520.0,870.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,83.0
Petrol,Sedan,34628,1,Skoda,2021,Third Party,Manual,18.97,999.0,175.0,Red,3.0,4.0,4413.0,1699.0,1466.0,2552.0,1112.0,6 Speed,5,Power,Tubeless Radial,4,chennai,108.0
Diesel,Sedan,54658,1,Honda,2019,Comprehensive,Automatic,23.8,1498.0,160.0,Red,4.0,4.0,3995.0,1695.0,1501.0,2470.0,1039.0,5 Speed,5,Power,Tubeless Radial,4,chennai,78.0
Petrol,Hatchback,55000,1,Maruti,2017,Comprehensive,Manual,20.4,1197.0,113.0,Grey,4.0,4.0,3840.0,1735.0,1530.0,2450.0,855.0,5 Speed,5,Power,Tubeless,5,delhi,83.0
Diesel,Sedan,133946,1,Skoda,2008,Third Party,Manual,17.5,1896.0,25.0,Candy White,4.0,2.0,4.0,1.0,1.0,2.0,1.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,106.0
Diesel,Hatchback,83556,2,Ford,2019,Comprehensive,Manual,24.4,1498.0,215.0,Silver,4.0,4.0,3954.0,1737.0,1570.0,2490.0,1062.0,5 Speed,5,Power,Tubeless,5,chennai,98.0
Petrol,Hatchback,96198,1,Honda,2015,Comprehensive,Manual,19.4,1198.0,109.0,White,4.0,4.0,3610.0,1680.0,1500.0,2345.0,925.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,86.0
Petrol,Sedan,80000,1,Honda,2016,Third Party,Manual,17.8,1497.0,145.0,Others,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1065.0,5 Speed,5,Power,Tubeless Radial,4,chennai,117.0
Petrol,Hatchback,70000,2,Volkswagen,2018,Third Party,Automatic,17.21,1197.0,175.0,Others,4.0,4.0,3971.0,1682.0,1469.0,2469.0,1109.0,7 Speed,5,Power,Tubeless Radial,5,delhi,103.0
Petrol,Hatchback,64487,2,Maruti,2018,Third Party,Manual,21.4,1197.0,115.0,Nexa Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,880.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,83.0
Petrol,Hatchback,80000,3,Maruti,2012,Third Party,Manual,18.6,1197.0,114.0,Others,4.0,4.0,3850.0,1695.0,1530.0,2430.0,970.0,5 Speed,5,Power,Tubeless Radial,5,delhi,85.0
Petrol,Hatchback,10000,1,Tata,2020,Third Party,Manual,19.33,1199.0,113.0,Others,3.0,4.0,3990.0,1755.0,1523.0,2501.0,1025.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,86.0
Petrol,Hatchback,28000,1,Maruti,2017,Comprehensive,Manual,23.1,998.0,90.0,Red,3.0,4.0,3715.0,1635.0,1565.0,2425.0,835.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,67.0
Petrol,Hatchback,63521,1,Hyundai,2016,Comprehensive,Manual,25.0,1197.0,114.0,Maroon,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,delhi,82.0
Petrol,Hatchback,70000,2,Hyundai,2011,Third Party,Manual,20.36,1197.0,111.0,Others,4.0,4.0,3585.0,1595.0,1550.0,2380.0,960.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,78.0
Diesel,MUV,169219,2,Toyota,2014,Third Party,Manual,12.99,2494.0,200.0,Golden,4.0,4.0,4585.0,1765.0,1760.0,2750.0,1700.0,5 Speed,7,Power,Tubeless Radial,5,bangalore,100.0
Petrol,Hatchback,25396,1,Tata,2020,Third Party,Manual,19.33,1199.0,113.0,Golden,3.0,4.0,3990.0,1755.0,1523.0,2501.0,1025.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,86.0
Diesel,SUV,32000,1,Hyundai,2022,Comprehensive,Manual,19.305221281860927,1493.0,250.0,White,4.0,4.0,3995.0,1770.0,1617.0,2500.0,1288.0,6 Speed,5,Power,Tubeless Radial,5,chennai,113.0
Petrol,Hatchback,60333,2,Maruti,2014,Comprehensive,Manual,23.95,998.0,90.0,Red,3.0,4.0,3545.0,1515.0,1475.0,2360.0,779.0,5 Speed,5,Power,Tubeless Radial,5,chennai,67.0
Diesel,SUV,50000,1,Renault,2017,Third Party,Automatic,19.6,1461.0,245.0,White,4.0,4.0,4315.0,1822.0,1695.0,2673.0,1285.0,6 Speed,5,Power,Tubeless Radial,5,kolkata,108.0
Petrol,Sedan,70000,1,Hyundai,2019,Third Party,Manual,17.0,1591.0,151.0,Others,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1228.0,6 Speed,5,Power,Tubeless,4,bangalore,121.0
Diesel,Sedan,88411,1,Maruti,2017,Zero Dep,Automatic,26.59,1248.0,190.0,Red,4.0,4.0,3995.0,1695.0,1555.0,2430.0,1070.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,74.0
Diesel,SUV,22000,1,Hyundai,2019,Comprehensive,Automatic,17.01,1582.0,259.0,White,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1320.0,6 Speed,5,Power,Tubeless,5,delhi,126.0
Petrol,Hatchback,88785,1,Honda,2016,Third Party,Manual,18.7,1199.0,110.0,Silver,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1042.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,88.0
Petrol,Hatchback,138175,1,Maruti,2016,Zero Dep,Automatic,26.68,998.0,89.0,Red,3.0,4.0,3695.0,1655.0,1555.0,2435.0,815.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,65.0
Petrol,Sedan,60000,1,Tata,2020,Third Party,Manual,19.28,1199.0,113.0,Others,3.0,4.0,3993.0,1677.0,1532.0,2450.0,1030.0,5 Speed,5,Electric,Tubeless Radial,4,hyderabad,84.0
Diesel,SUV,74000,1,Hyundai,2018,Third Party,Manual,22.1,1396.0,219.0,Black,4.0,4.0,4270.0,1780.0,1665.0,2590.0,1220.0,6 Speed,5,Power,Tubeless,5,delhi,88.0
Diesel,Sedan,75000,1,Skoda,2012,Third Party,Manual,20.5,1598.0,250.0,White,4.0,4.0,4386.0,1699.0,1466.0,2552.0,1205.0,5-speed,5,Power,Tubeless Radial,4,hyderabad,103.0
Diesel,Sedan,56805,1,Maruti,2013,Comprehensive,Manual,23.4,1248.0,190.0,Silver,4.0,4.0,3995.0,1695.0,1555.0,2430.0,1050.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,74.0
Petrol,SUV,82620,1,Ford,2014,Comprehensive,Automatic,16.5,1499.0,140.0,White,4.0,4.0,3999.0,1765.0,1708.0,2520.0,1290.0,6 Speed,5,Power,Tubeless Radial,5,chennai,110.0
Petrol,Hatchback,63000,1,Hyundai,2014,Third Party,Manual,18.9,1197.0,114.0,Orange,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,hyderabad,82.0
Diesel,Sedan,10000,1,Audi,2018,Third Party,Automatic,18.25,1968.0,400.0,Others,4.0,4.0,4726.0,1842.0,1427.0,2820.0,1640.0,7 Speed,5,Power,Tubeless Radial,4,bangalore,187.0
Cng,Hatchback,18484,1,Maruti,2022,Comprehensive,Manual,31.2,998.0,78.0,Others,3.0,4.0,3565.0,1520.0,1564.0,2380.0,831.0,5 Speed,4,Power,Tubeless Radial,5,jaipur,58.0
Petrol,Sedan,41334,1,Toyota,2018,Comprehensive,Manual,17.1,1496.0,140.0,Red,4.0,4.0,4425.0,1730.0,1495.0,2550.0,1105.0,6 Speed,5,Power,Tubeless Radial,4,kolkata,105.0
Diesel,Sedan,73341,2,Maruti,2016,Third Party,Automatic,26.59,1248.0,190.0,Red,4.0,4.0,3995.0,1695.0,1555.0,2430.0,1070.0,5 Speed,5,Power,Tubeless Radial,4,chennai,74.0
Diesel,Sedan,110000,2,Skoda,2012,Third Party,Manual,20.0,1968.0,250.0,Others,4.0,4.0,4569.0,1769.0,1485.0,2578.0,1389.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,108.0
Petrol,Hatchback,45681,1,Maruti,2017,Zero Dep,Manual,21.4,1197.0,115.0,Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,870.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,83.0
Petrol,Hatchback,70000,2,Maruti,2007,Third Party,Manual,19.7,796.0,62.0,Others,3.0,4.0,3495.0,1475.0,1460.0,2360.0,690.0,5 Speed,5,Manual,Tubeless Radial,5,jaipur,46.0
Petrol,Hatchback,17330,1,Renault,2020,Comprehensive,Manual,21.74,999.0,91.0,Blue,3.0,4.0,3731.0,1579.0,1490.0,2422.0,745.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,67.0
Petrol,Sedan,108818,1,Honda,2015,Third Party,Manual,17.4,1497.0,145.0,Red,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1063.0,5 Speed,5,Electric,Tubeless Radial,4,chennai,117.0
Petrol,SUV,4977,1,Volkswagen,2022,Comprehensive,Manual,20.08,999.0,178.0,Silver,3.0,4.0,4221.0,1760.0,1612.0,2651.0,1255.0,6 Speed,5,Electric,Tubeless Radial,5,chennai,113.0
Electric,SUV,75000,1,Hyundai,2021,Third Party,Automatic,19.305221281860927,0.0,395.0,White,4.0,4.0,4180.0,1800.0,1570.0,2600.0,1420.0,Single Speed,5,Electric,Tubeless Radial,5,jaipur,134.0
Petrol,Hatchback,37478,1,Renault,2019,Third Party,Manual,22.25,799.0,72.0,Silver,3.0,4.0,3731.0,1579.0,1474.0,2518.403850840848,690.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,53.0
Petrol,Hatchback,25486,2,Maruti,2019,Comprehensive,Manual,24.7,796.0,69.0,Silver,3.0,4.0,3445.0,1490.0,1475.0,2360.0,762.0,5 Speed,5,Manual,Tubeless,5,delhi,47.0
Diesel,Sedan,24600,1,Mercedes-Benz,2020,Third Party,Automatic,12.6,1950.0,400.0,Silver,4.0,4.0,4686.0,2020.0,1442.0,2840.0,1655.0,9 Speed,5,Power,Tubeless Radial,4,kolkata,194.0
Petrol,Hatchback,57910,2,Hyundai,2016,Third Party,Manual,17.19,1197.0,114.0,Red,4.0,4.0,3995.0,1760.0,1555.0,2570.0,1040.0,5 Speed,5,Power,Tubeless Radial,5,chennai,81.0
Petrol,Sedan,45316,1,Hyundai,2018,Zero Dep,Manual,17.0,1591.0,151.0,Silver,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1228.0,6 Speed,5,Power,Tubeless,4,jaipur,121.0
Petrol,Hatchback,35884,1,Tata,2021,Comprehensive,Manual,19.33,1199.0,113.0,Blue,3.0,4.0,3990.0,1755.0,1523.0,2501.0,1030.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,86.0
Petrol,Hatchback,72110,1,Hyundai,2006,Third Party,Manual,17.0,1086.0,177.72343242267422,R EARTH,4.0,4.0,4072.5542822677926,1718.2144581221337,1558.5103739445115,2518.403850840848,1178.0901432181972,5 Speed,5,Power,Tubeless Radial,4,chennai,104.8177879407871
Diesel,SUV,70000,2,Ford,2017,Third Party,Manual,22.77,1498.0,205.0,Others,4.0,2.0,3999.0,1765.0,1708.0,2520.0,1240.0,5 Speed,5,Power,Tubeless Radial,5,delhi,98.0
Petrol,Hatchback,36861,1,Maruti,2019,Zero Dep,Manual,21.4,1197.0,115.0,Others,4.0,4.0,3995.0,1745.0,1510.0,2520.0,880.0,5 Speed,5,Power,Tubeless Radial,5,delhi,83.0
Petrol,Hatchback,79059,2,Honda,2012,Third Party,Manual,19.4,1198.0,109.0,Brown,4.0,4.0,3610.0,1680.0,1500.0,2345.0,925.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,86.0
Diesel,SUV,20000,1,Kia,2022,Third Party,Manual,20.8,1493.0,250.0,Others,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1535.0,6 Speed,5,Electric,Tubeless Radial,5,bangalore,113.0
Petrol,SUV,30000,1,Toyota,2022,Third Party,Manual,17.03,1462.0,138.0,Gray,4.0,4.0,3995.0,1790.0,1640.0,2500.0,1115.0,5 Speed,5,Electronic,Tubeless Radial,5,delhi,103.0
